	ids	body	Uncertainity of Post_Diagnosis	Results and Side-Effects Observed	Medical Assistance	Diet and Maintenance	Information Source	Concepts
47	VOLTAREN.1.txt	Heartburn and stomach upset. It seems to be working pretty well. I still have pain but less severe. I have been somewhat concerned about taking this drug for so long due to the possible side effects, but my Dr checks me out (blood work, etc )every four months and I seem to be doing allright. I don't want to get started on stronger, possibly habit forming drugs. 	0	1	1	0	0	stomach upset|Heartburn|pain|side effects|possible|somewhat|possibly|blood|drugs|drug|severe|months|forming
48	LIPITOR.355.txt	Severe pain in right heel and related tendons. Muscle cramping in left lower leg. Took 10 mg daily for four months, then finally had to stop due to inablity to walk down stairs due to the pain (I am 41, and run a 5k every day, so this should not be the case). Under doctor's orders am to wait for full muscle recovery, then try again at 1/2 dosage. if pain returns I will have to seek other alternatives besides Lipitor. The drug did knock my cholesteral down by 55%, so I have motivation to try and make it work. 	0	1	0	0	0	Muscle cramping|pain|Severe pain|run|related|right|tendons|heel|leg|Lipitor|Lipitor|drug|orders|day|months|recovery|full muscle|motivation
49	LIPITOR.881.txt	Read the following Business Week article businessweek.com magazine/content/08_04/b4068052092994.htm. 	0	0	0	0	1	magazine|magazine|Read|Business
50	LIPITOR.20.txt	First the doc thought I had gastritis from pain in my abdomen, headaches, flushing - I had an abdominal ultrasound, endoscopy, then CT scans (2) and then yesterday an MRI - all were normal. The fatigue, muscle pain, headaches, and general malaise continue. I am taking myself off this drug and hope that my apparently healthy body recovers. Why is my doctor unaware of the Lipitor side effects? Why did I spend almost $1,000 of my own money AFTER insurance on all these tests without considering that my symptoms match those for Lipitor? So frustrating! I will check back in and document how I feel in a month. 	1	1	0	0	0	abdominal ultrasound|CT scans|endoscopy|general malaise|muscle pain|headaches|fatigue|pain|symptoms|side effects|document|normal|tests|month|insurance|abdomen|back|Lipitor|Lipitor|drug|hope|feel|recovers|gastritis|flushing
51	LIPITOR.677.txt	It brought my husband's chol. down from 310 to 175. He had to stop taking it because it has damaged his liver. He has an ultra sound scheduled for this month. I DO NOT recommend this medication. . 	0	1	1	0	0	medication|month|scheduled|liver|ultra|damaged
52	LIPITOR.157.txt	Constant gas and constipation. It has reduced my cholesterol level. 	0	1	0	0	0	cholesterol level|gas|Constant|Constant|constipation
53	LIPITOR.104.txt	Terrible burning/numb sensation in hands & feet. Joint pain is worse than pre surgery! My chiropractor advised me to look at this website. Will be quitting this. Since surgery, I've suddenly gone on blood pressure, cholesterol & diabetes meds. Never had these problems before. 	0	1	0	0	1	blood pressure|Joint pain|sensation|worse|problems|diabetes|burning|surgery|website|hands|feet|Will|cholesterol|cholesterol
54	LIPITOR.859.txt	Up until 3 weeks ago I was taking LIPEX another member of the Statin family - reduced my cholesterol very satisfactorily. However - over time, the following symptoms developed - pain in hips cannot walk even a short distance due to pain. Legs felt like they had run a marathon! Deep bruising - I thought I was just being clumsy. Joint pain in spine, hips and elbows. Exhaustion. A colleague asked if I was on cholesterol medication and informed me there could be a connection - I found this website - amazed at all the similarities to me - I thought I was going MAD!!! I came of LIPEX 3 weeks ago, muscles feel better, energy levels picking up, but hip pain still throbbing. I also felt like an old woman, I have over the years been to physiotherapists and chiropractors who did not know what to do - recently diagnosed with bursitis in the hips had 2 cortizone injections - still suffering severe hip pain and cannot walk more than 5 yards. Doctor agreed I could be having severe side effects of STATIN drug - has insisted I need my cholesterol attended to - has now put me on BEZALIP (no relation to STATINS so I am told) I haven't filled the script yet - need to do more research. My heart goes out to all of you!. 	0	1	1	0	1	pain in spine|Exhaustion|hip pain|pain|symptoms|energy levels|run|relation|informed|more than 5|connection|side effects|medication|website|family|injections|severe|diagnosed|suffering|bruising|bursitis|BEZALIP|Statin|STATINS|STATIN|cholesterol|cortizone|BEZALIP|Statin|drug|STATINS|STATIN|cholesterol|cortizone|script|heart|hips|Legs|like|feel|Deep|developed|elbows|script
55	LIPITOR.118.txt	Anxiety, paranoia. The Niacin medication I was referring to in my posting of 7/7/12 is called in some countries Niaspan . 	0	1	0	0	0	medication|paranoia|Anxiety|Niaspan|Niacin|Niaspan|posting|Niacin|posting|Niacin
56	LIPITOR.713.txt	Severe leg muscle pain and leg cramping which started gradually and within four weeks interfered with my ability to drive because of calf muscle cramping. I have been informed by my doctor that my LDL was much improved over the short period while I was on the drug. However, this drug has caused a major change in my life style. Although I stopped this drug three months ago and I was assured the leg pain would resolve, I have been unable to function because of the continuous leg pain and discomfort. I was on 10mg a day and was informed that this was a low dose. The result of taking this drug has seriously impaired my ability to take long walks or exercise in general since to do so causes the leg muscle pain to flair up. Although I have been assured that this will resolve, I have been off the drug for 3 months and have only experienced a modicum of improvement. 	1	1	1	0	0	short period|improved|unable|major change|improvement|informed|continuous|muscle pain|discomfort|cramping|leg pain|calf muscle|leg|function|Severe|day|low|months|drive|experienced|flair|flair|drug|exercise|style
57	LIPITOR.274.txt	I am 43 years old and have been taking Lipitor for a year and a half. I am having horrible aching in my fingers, knees, hips & toes. Went to my yearly exam this week and blood test reveals arthritis. No family history of arthritis, has to be the Lipitor. The drug did bring my cholesterol down over 100 points - but is it worth having arthritis to achieve that?. 	0	1	1	0	0	family history|arthritis|blood test|Lipitor|cholesterol|Lipitor|drug|cholesterol|fingers|knees|hips|toes|aching|year|week
58	ARTHROTEC.105.txt	"I've been on 75mg twice daily for 13 days, with recent body swelling, face, wrists, abdomen, thighs - clothes fit tight. Insomina is much worse. I have forgetfulnes and confussion - really bad - almost dangerous. Have felt ""empty stomach"" feeling, but not bothersome. Have had more loose stools, but tolerable. I'm looking for a more natural therapy, checking into HA (Hyaluronic Acid) to replace Arthrotec. "	1	1	0	0	0	loose stools|fit|forgetfulnes|Arthrotec|Arthrotec|swelling|worse|abdomen|wrists|thighs|face|stomach|feeling|therapy|Acid
59	VOLTAREN.36.txt	I have a slipped vertabrae and a degenerative disk. This medicine has been extrememly helpful. I don't take it daily, but at the first sign of a flare and it helps almost immediately. I tried Relafen, vicodine, flexeril and OTC pain relief and nothing has helped like this. 	0	1	0	0	0	degenerative|pain relief|first sign|immediately|flexeril|Relafen|flare|flexeril|Relafen|flare|medicine|slipped|nothing|like
60	LIPITOR.298.txt	Extreme muscle problems and joint pain. In only one day of taking lipitor I nearly died. I was 45 years old when I took lipitor. Terrible mistake. My son almost died after taking lipitor for two months. His liver was functioning at only 50% and he was saved by being admitted into the hospital for 3 days. His cholestrol went up dramatically not down. 	0	1	1	0	0	joint pain|admitted|Extreme|day|months|lipitor|lipitor|liver|died|problems
61	LIPITOR.603.txt	Lipitor works fine for lowering cholesterol, but the side effects are killers, apparently. I have been experiencing extreme leg weakness and pain, to the point where I cannot take steps without holding on or going up on my knees--which is agony. After reading the comments on this page, I am shocked that so many people have experienced the same symptoms (weakness, etc ) after taking Lipitor. I've been on the drug 7 or 8 years, and have gone off before when leg pain began. But this time the problems came on more gradually, yet more severely. They include stiff neck, diarrhea, clumsiness and dizziness. I'm going off it tonight. 	0	1	0	0	1	side effects|shocked|leg weakness|severely|agony|problems|stiff neck|clumsiness|dizziness|weakness|leg pain|pain|symptoms|comments|diarrhea|Lipitor|cholesterol|Lipitor|drug|cholesterol|knees|experienced|lowering
62	LIPITOR.39.txt	muscle pain, fatigue, swollen tongue. Was on Simvastatin for 1 year with slight decrease in ratio, then Inergy with increasing skin itchiness after 8 weeks, then Lipitor for 24 days. 	0	1	0	0	0	swollen tongue|muscle pain|fatigue|Simvastatin|Lipitor|Simvastatin|Lipitor|year|decrease|itchiness|increasing
63	LIPITOR.84.txt	Was doing fine on it for years. I unfortunately was diagnosed with Colin cancer and had to start chemotherapy. The combo of chemo and Lipitor caused my liver enzymes to rise, muscle and joint stiffness as well as sore ribs. I have been off Lipitor for two days and find the muscle stiffness starting to subside. 	0	1	0	0	0	muscle stiffness|joint stiffness|sore|liver enzymes|chemotherapy|chemo|diagnosed|Lipitor|Lipitor|cancer|start|ribs
64	ARTHROTEC.102.txt	I have had no side effects been taking Arthrotec a little over a year, have not noticed any side effects. It does help alot I noticed that when there are times when I forget to take it I can't stand or walk for any lengths of time. 	0	1	0	0	0	side effects|Arthrotec|Arthrotec|forget|stand|year|help
65	LIPITOR.982.txt	headache, insomnia,sore hip(tightIT band), depression. had to stop taking it too many side affects, lowerd my cholesterol nicely but made me miserable with each passing month. 	0	1	0	0	0	depression|miserable|month|sore|headache|band|affects|cholesterol|cholesterol|insomnia
